Feature ID	Taxon	Confidence
f5435bdc5faf0f769eb2071ee17a289f	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__Peptostreptococcus	0.984171211485125
99781f175c6cd593281c54294b11791c	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter_A	0.9637690675251751
e413aa520364d8b8f6ae8d96ecb5b570	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485; g__Bradyrhizobium	0.7663582984775219
bd55defc42b16c0a3c082ba5478265ca	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter	0.9996142311374271
8c34026fe49fa227128001bd1d13aa4f	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae	0.9770214310625565
b9d7e3d5a4f3c25e4938b2ac32af1ce8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Capnocytophaga_820688; s__Capnocytophaga leadbetteri	0.833614026289883
7508f36b500167aecf24b918680f2469	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae	0.9747918017586923
0ae72ca4b6461fac49e3fd3ea21781f0	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9	0.9949053465438766
7f4b430542d73fc1c1c3b3481c6fae57	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae	0.9994124685146997
a4d969274253164ebf4b8b5a4775099a	d__Bacteria; p__Actinobacteriota; c__Actinomycetia	0.8749568360199561
c651d22b1aead8644651167704edf517	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae	0.8708814513086853
902879eeca90585c54181e0b7c7b01ca	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Johnsonella; s__Johnsonella ignava	0.9782599452419581
18edf2979fec9982f1b606fcc16e69f6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009	0.9937011117262073
93d5b9f37deb9a2045d4f82ac04c7455	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9601281077623829
8f1acd099e44311a7a8376490b903e2e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522	0.9546633929050033
da33d21077e4d9f1ab7dcd2d824b6e2c	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Aminobacteriaceae	0.9900927860098658
43a023c806409ea803ff16cf0c71241f	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae	0.9528234641098968
fad01b6cf1e377e7eb7b81fa34e6c74d	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__Treponemataceae; g__Treponema_D	0.9999655210932925
f97ef43b6b97c9fa17f95c05e37eb0ae	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009	0.9080862886663132
5c16a120b8c047f5a86fa5e0fd538914	d__Bacteria; p__Nitrospirota_A_437815; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_A	0.859965195865934
5bd771b8ee89ccdab35bb849ef098caa	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993777; f__Leptotrichiaceae; g__Leptotrichia_A_993641; s__Leptotrichia_A sp001274535	0.7144762662224423
ab41af268b164f374d80cdcdb176effe	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Eubacteriales_258471; f__Eubacteriaceae_258449; g__Pseudoramibacter; s__Pseudoramibacter alactolyticus	0.905188308263042
162f711627d8130193b18e2800b53c94	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Arenibacter; s__Arenibacter certesii	0.716628856873357
9056faf3f23107117b202f6e1b087ff5	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9362818118169498
893ece4b89664eca995c36db50af6f32	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella	0.8628377023804849
5e0cbaf2f6d295af6f557ec010c6ec15	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium	0.7954499754752392
7b78cc65893df876a11e820bfda74565	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia	0.8459745127372548
080b502184eb4db75c9c799b3257022f	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrososphaeraceae	0.9956120146456162
035d8e6a74519a2f84968f139d041f96	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales	0.8055514094268494
e5102d59d5a2b11ffadbf5f6cfadcf5d	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae	0.9391220710762103
9964515ee117c7092c1c10d4919c4af4	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales_778124; f__Rhabdochlamydiaceae; g__Rhabdochlamydia; s__	0.8932122377604518
d6b1a31fff05e803b855c2e786b76e27	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales	0.9891846809342246
0cf668f4c5dcf9d3f91ec92d47b07e17	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.9351260243680857
6f27f5b0636ce4a9c4376c4142f7b276	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Povalibacter; s__Povalibacter uvarum	0.9132708382552446
f501a67816ea1e428dc2b4ffd64ce8da	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727	0.9998727971036407
69ca20aef52189f9db23b61677e4727b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae	0.9999364404348147
6db03b315286ceedcf286173365c4a8a	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Aminobacteriaceae	0.9440966110566138
a0521b948561262202ea42b37077d782	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales	0.9739788581700921
06215f9952ecabd23b948d49be28859a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas_A_859423; s__Porphyromonas_A_859423 pasteri	0.7745092606591951
fe2a1474310d0451329424c9495a4d18	d__Bacteria	0.9999762580636712
03173a5f9a0103073a2f0427f8f56257	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__CAG-74; g__SFMI01; s__SFMI01 sp004556155	0.7357509915977969
d8f2549e0a2608a9edb5cce4c6bfda44	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	0.9061292485455601
180a6a9938879e61f990146036bbef55	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.8947736351102825
0d89a9265f5e83b7dc950ceef5a1ff5a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__ELB16-189; s__ELB16-189 sp001567185	0.9221445754752404
ec5a7af33af311954e4e016368d4acb4	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae	0.9998833296039024
0481a9db6f6c8efb4c0805cab9d7a809	d__Bacteria; p__Actinobacteriota	0.9806873369050774
4a664647fd630d59497e4a0da7eeff8a	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Hornefia	0.9525461511824074
60a3e4d0d46ffc271b622aa5c2339ca0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.7606017897280338
